registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date
030745,13TH AVE PHARMACY INC.,,5211-13TH AVE. BROOKLYN NY 11219,KINGS,Active,Establishment Status,"July 01, 2011","July 01, 2020","June 30, 2023",
016123,14 LAWRENCE AVENUE PHARMACY CORP.,LOWE DRUGS,14 LAWRENCE AVE. SMITHTOWN NY 11787,SUFFOLK,Discontinued,Establishment Status,"April 27, 1978",,"April 20, 1988","April 20, 1988"
018809,1401 AVENUE U PHARMACY INC.,AVENUE U PRESCRIPTION CENTER,1401 AVE U BROOKLYN NY 11229,KINGS,Discontinued,Establishment Status,"October 04, 1985",,"July 06, 1999","July 06, 1999"
018470,1428 FLATBUSH AVE. PHARMACY INC.,,1428 FLATBUSH AVE. BROOKLYN NY 11210,KINGS,Discontinued,Establishment Status,"February 11, 1985",,"January 02, 1987","January 02, 1987"
018542,"1491 DEKALB AVE. PHARMACY, INC.",,1472 DEKALB AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"April 08, 1985","May 01, 2013","July 30, 2013","July 30, 2013"
027656,1491 LEX PHARMACY INC.,LEXINGTON AVE CHEMISTS,1491 LEXINGTON AVENUE NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"February 06, 2006","February 01, 2009","April 27, 2011","April 27, 2011"
021084,1500 MET DRUG INC.,OVAL DRUG,1500 METROPOLITAN AVE. BRONX NY 10462,BRONX,Transfer,Establishment Status,"September 05, 1991","October 01, 2013","July 29, 2015","July 29, 2015"
034109,1525 ALBANY AVE MEAT LLC.,KEYFOOD,1525 ALBANY AVE. BROOKLYN NY 11210,KINGS,Not Active,Establishment Status,Not On File,,"December 30, 2015","December 30, 2015"
029665,1622 VOORHIES AVE PHARMACY INC.,SUNSHINE PHARMACY,1622 VOORHIES AVE BROOKLYN NY 11235,KINGS,Active,Establishment Status,"October 05, 2009","October 01, 2021","September 30, 2024",
013277,167 STREET PRESCRIPTION CENTER INC.,UNIVERSAL PRESCRIPTION CENTER,112 E. 167TH ST. BRONX NY 10452,BRONX,Discontinued,Establishment Status,"April 03, 1971","May 01, 2010","December 28, 2012","December 28, 2012"
038082,16TH AVE PHARMACY LLC,,4605 16TH AVE. BROOKLYN NY 11204-1105,KINGS,Active,Establishment Status,"April 07, 2020","April 07, 2020","March 31, 2023",
024523,16TH AVENUE PHARMACY INC.,,4408 16TH AVENUE BROOKLYN NY 11204,KINGS,Discontinued,Establishment Status,"December 08, 1999","January 01, 2011","May 30, 2012","May 30, 2012"
021107,1717 SHERIDAN DRIVE BAZAAR SUPERMARKET CO.,BELLS PHARMACY,1717 SHERIDAN DR. TONAWANDA NY 14223,ERIE,Transfer,Establishment Status,"October 16, 1991",,"May 17, 1993","May 17, 1993"
020635,1717 SHERIDAN DRIVE SUPERMARKET CO.,BELLS PHARMACY,1717 SHERIDAN DRIVE TONAWANDA NY 14223,ERIE,Transfer,Establishment Status,"October 01, 1990",,"October 16, 1991","October 16, 1991"
020853,1717-1721 AVE. U CORP.,MORRIS DRUGS,1717-1721 AVENUE U BROOKLYN NY 11229,KINGS,Transfer,Establishment Status,"February 27, 1991","January 01, 2005","March 15, 2005","March 15, 2005"
016468,1772 COLVIN PHARMACY INC.,ASK ME PHARMACY OF KENMORE,1770 COLVIN BLVD. KENMORE NY 14223,ERIE,Discontinued,Establishment Status,"June 26, 1979",,"November 21, 1991","November 21, 1991"
018417,"179 JAMAICA AVENUE DRUG STORE, INC.",,179 JAMAICA AVE. BROOKLYN NY 11207,KINGS,Discontinued,Establishment Status,"December 26, 1984",,"May 13, 1993","May 13, 1993"
028368,1875 LEXINGTON AVENUE CORP. OF NEW YORK,QUICK RX,C/O PHARMACY 1875 LEXINGTON AVENUE NEW YORK NY 10035,NEW YORK,Discontinued,Establishment Status,"May 02, 2007","May 01, 2016","August 13, 2018","August 13, 2018"
037007,1875 LEXINGTON AVENUE CORP. OF NEW YORK,,279 MAIN STREET SUITE 103 NEW PALTZ NY 12561-1623,ULSTER,Transfer,Establishment Status,"February 13, 2019","February 13, 2019","October 29, 2020","October 29, 2020"
038230,1875 LEXINGTON AVENUE LLC OF NYS,QUICK RX,279 MAIN ST. SUITE 103 NEW PALTZ NY 12561-1623,ULSTER,Active,Establishment Status,"October 29, 2020","October 29, 2020","September 30, 2023",
025629,18TH AVE. PHARMACY CORP.,,5411 18TH AVE. BROOKLYN NY 11204,KINGS,Transfer,Establishment Status,"March 14, 2003","April 01, 2016","May 20, 2016","May 20, 2016"
027708,"18TH AVENUE DRUG STORE, INC.",RX WORLD PHARMACY,8110 18TH AVENUE BROOKLYN NY 11214,KINGS,Discontinued,Establishment Status,"April 04, 2006","April 01, 2009","August 02, 2011","August 02, 2011"
016514,"195 5TH AVE. FARMACIA, INC.",,"195 5TH AVE. BROOKLYN, NY 11217",KINGS,Discontinued,Establishment Status,"August 29, 1979",,"November 25, 1998","November 25, 1998"
016936,1951 FLATBUSH AVENUE PHARMACY CORP.,BERKELEY PHARMACY,1951 FLATBUSH AVE. BROOKLYN NY 11234,KINGS,Transfer,Establishment Status,"November 01, 1980","December 01, 2007","January 09, 2009","January 09, 2009"
036986,"1ST AMERICA INFUSION SERVICES, LLC",ADVANCED INFUSIONCARE,212 NORTHSIDE DRIVE VALDOSTA GA 31602,,Active,Establishment Status,"October 01, 2018","October 01, 2021","September 30, 2024",
015909,2 D CHEMISTS INC.,MID-VILLAGE PHARMACY,51 BROADWAY GREENLAWN NY 11740,SUFFOLK,Transfer,Establishment Status,"August 22, 1977","September 01, 2010","May 23, 2011","May 23, 2011"
027339,2001 BATH AVE PHARMACY INC.,FAMILY PHARMACY,2001 BATH AVE BROOKLYN NY 11214,KINGS,Transfer,Establishment Status,"July 06, 2005","July 06, 2005","October 04, 2007","October 04, 2007"
028463,21 AVE PHARMACY & MEDICAL SUPPLY INC.,,8511 21ST AVE BROOKLYN NY 11214,KINGS,Active,Establishment Status,"July 27, 2007","July 01, 2022","June 30, 2025",
022085,21 GRAHAM AVENUE PHARMACY CORP.,SAM'S DRUGS,21 GRAHAM AVE. BROOKLYN NY 11206,KINGS,Transfer,Establishment Status,"May 16, 1994",,"March 21, 1996","March 21, 1996"
039026,"211 MCLEAN AVE. PHARMACY, INC.",MCLEAN AVE PHARMACY,211 MCLEAN AVE YONKERS NY 10705,WESTCHESTER,Active,Establishment Status,"September 23, 2021","September 23, 2021","August 31, 2024",
020741,2121 MAIN PRESCRIPTION CENTER INC.,MPC HEALTH CARE SERVICES,2470 WALDEN AVE. BUFFALO NY 14225,ERIE,Transfer,Establishment Status,"September 28, 1990",,"March 28, 1994","March 28, 1994"
019656,215-22 73RD. AVE. INC.,STEWART DRUGS,215-22 73RD. AVE. BAYSIDE NY 11364,QUEENS,Discontinued,Establishment Status,"November 15, 1989",,"June 26, 1995","June 26, 1995"
017646,"227 NINTH AVENUE PHARMACY, INC.",LONDON TERRACE PHARMACY,227 NINTH AVE. NEW YORK NY 10011,NEW YORK,Transfer,Establishment Status,"January 04, 1983",,"September 29, 2000","September 29, 2000"
017512,235 BEACH 20TH ST. PHARMACY INC.,WAVE CREST DRUGS,235 BEACH 20TH ST. FAR ROCKAWAY NY 11691,QUEENS,Discontinued,Establishment Status,"July 23, 1982",,"November 08, 1993","November 08, 1993"
028194,2355 2ND AVE CORP.,QUICK RX,2355 2ND AVENUE NEW YORK NY 10035,NEW YORK,Transfer,Establishment Status,"February 01, 2007","February 01, 2019","November 10, 2020","November 10, 2020"
038283,2355 2ND AVE NYS LLC,QUICK RX,2355 2ND AVE NEW YORK NY 10035,NEW YORK,Active,Establishment Status,"November 10, 2020","November 10, 2020","October 31, 2023",
020129,236 WILLIS AVE. PHARMACY CORP.,WILLIS PHARMACY,236 WILLIS AVENUE BRONX NY 10454,BRONX,Discontinued,Establishment Status,"March 03, 1989",,"August 29, 1991","August 29, 1991"
015765,237 UTICA AVE. PHARMACY INC.,RONSON DRUG,237 UTICA AVE. BROOKLYN NY 11213,KINGS,Discontinued,Establishment Status,"February 10, 1977",,"October 15, 1997","October 15, 1997"
018511,"2548 LINDEN BLVD. PHARMACY, INC.",,2548 LINDEN BLVD. BROOKLYN NY 11208,KINGS,Discontinued,Establishment Status,"March 18, 1985",,"December 31, 1991","December 31, 1991"
015922,255 COLUMBUS AVENUE CORPORATION,WESTSIDE PHARMACY,255 COLUMBUS AVE. NEW YORK NY 10023,NEW YORK,Active,Establishment Status,"August 30, 1977","September 01, 2022","August 31, 2025",
015533,"2702 THIRD AVENUE PHARMACY, INC.",,2702 THIRD AVE. BRONX NY 10454,BRONX,Transfer,Establishment Status,"August 01, 1976","January 01, 2005","June 21, 2005","June 21, 2005"
017632,272 DRUG CORP.,VAL-U DRUGS,4623 CHURCH AVE. BROOKLYN NY 11203,KINGS,Active,Establishment Status,"December 21, 1982","January 01, 2023","December 31, 2025",
036518,2ND AVE RX LLC,DRUG STOP PHARMACY,2062 2ND AVE. NEW YORK NY 10029-4704,NEW YORK,Transfer,Establishment Status,"April 10, 2018","April 01, 2021","October 08, 2021","October 08, 2021"
020059,2ND AVE. DRUGS INC.,,2240 2ND AVENUE NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"December 13, 1988",,"July 25, 1991","July 25, 1991"
019135,2ND AVENUE FARMACIA INC.,,54-14 2ND AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"June 05, 1986",,"November 28, 1988","November 28, 1988"
016075,3 RIVERS PHARMACY INC.,TRI-R NEIGHBORHOOD PHARMACY,3 RIVERS SHOPPING MALL RTE 57 PHOENIX NY 13135,OSWEGO,Discontinued,Establishment Status,"March 03, 1978",,"November 05, 1997","November 05, 1997"
016062,"30 ROCKNE RD., INC.",IVYLEA DRUGS,2446 ELMWOOD AVE KENMORE NY 14217,ERIE,Transfer,Establishment Status,"February 15, 1978","March 01, 2007","July 29, 2008","July 29, 2008"
034410,30TH AVENUE PHARMACY INC.,,35-06 30TH AVENUE ASTORIA NY 11103-4623,QUEENS,Active,Establishment Status,"March 31, 2016","March 01, 2022","February 28, 2025",
027550,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1063,1860 WALT WHITMAN RD. SUITE 700 MELVILLE NY 11747,SUFFOLK,Active,Establishment Status,"January 31, 2006","January 01, 2021","December 31, 2023",
039343,31ST & 3RD PHARMACY INC.,AVITA PHARMACY 1069,307 WEST 38TH ST STE 05-013 NEW YORK NY 10018,NEW YORK,Active,Establishment Status,"April 27, 2022","April 27, 2022","March 31, 2025",
037579,35 VALLEY AVE LLC,AHMA RX,35 VALLEY AVE SUITE A ELMSFORD NY 10523-3001,WESTCHESTER,Active,Establishment Status,"August 12, 2019","August 01, 2022","July 31, 2025",
032780,37TH AVE. PHARMACY INC.,,95-07 ROOSEVELT AVE JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"May 05, 2014","May 01, 2020","November 10, 2022","November 10, 2022"
021013,3817 BROADWAY PHARMACY INC.,VIM DRUGS,3835 BROADWAY NEW YORK NY 10032,NEW YORK,Transfer,Establishment Status,"December 26, 1991","January 01, 2014","November 05, 2015","November 05, 2015"
027458,"3890 BROADWAY PHARMACY IV, INC",,3898 BROADWAY NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"September 30, 2005","September 01, 2008","April 15, 2009","April 15, 2009"
022891,"3921 9TH AVE. PHARMACY, INC.",,3921 NINTH AVE. BROOKLYN NY 11232,KINGS,Transfer,Establishment Status,"May 23, 1996","June 01, 2013","April 16, 2014","April 16, 2014"
015040,395 BROADWAY CORP,BROADWAY VARIETY DRUGS,395 BROADWAY BROOKLYN NY 11211,KINGS,Discontinued,Establishment Status,"April 01, 1975",,"June 28, 1988","June 28, 1988"
027227,"3M ESPE OMNI PREVENTIVE CARE, INC.","OMNI PREVENTIVE CARE, A 3M ESPE COMPANY",OMNI PREVENTIVE CARE A 3M ESPE COMPANY   STE 1 1500 N FLORIDA MANGO RD WEST PALM BEACH FL 33409,,Discontinued,Establishment Status,"April 13, 2005","April 01, 2005","April 03, 2008","April 03, 2008"
039251,3RD AVENUE CHEMISTS INC.,,3216 3RD AVE STORE #2 BRONX NY 10451,BRONX,Active,Establishment Status,"May 06, 2022","May 06, 2022","April 30, 2025",
019562,3RD AVENUE M & N PHARMACY INC.,,2240 THIRD AVENUE NEW YORK NY 10035,NEW YORK,Transfer,Establishment Status,"October 08, 1987",,"April 08, 1991","April 08, 1991"
019574,405 STONE AVE. PHARMACY CORP.,BROOKLYN CENTRAL PHARMACY,397 MOTHERGASTON BLVD. BROOKLYN NY 11212,KINGS,Transfer,Establishment Status,"October 13, 1987",,"November 30, 2000","November 30, 2000"
017523,"407 GRAND STREET PHARMACY, INC.",LEVITT PHARMACY,407 GRAND STREET NEW YORK NY 10002,NEW YORK,Transfer,Establishment Status,"August 03, 1982",,"April 07, 2003","April 07, 2003"
031475,41 AVENUE PHARMACY LLC.,AA RX PHARMACY,136-33 37TH AVENUE UNIT 1A FLUSHING NY 11354,QUEENS,Active,Establishment Status,"September 06, 2012","September 01, 2021","August 31, 2024",
021535,418 AVENUE P PHARMACEUTICAL CORP.,COMMUNITY CHEMISTS,418 AVENUE P BROOKLYN NY 11223,KINGS,Transfer,Establishment Status,"January 19, 1993",,"February 26, 1997","February 26, 1997"
022924,420 2ND AVE DRUG CORP.,HALPERN PHARMACY,331 E. 23RD. ST. NEW YORK NY 10010,NEW YORK,Active,Establishment Status,"August 06, 1996","September 01, 2022","August 31, 2025",
021407,451 3RD AVENUE DRUG CORP.,"CORNER DRUG STORE, THE",451 THIRD AVE. NEW YORK NY 10016,NEW YORK,Transfer,Establishment Status,"October 01, 1992","January 01, 2005","January 31, 2006","January 31, 2006"
027218,"475 NEW LOTS AVENUE PHARMACY, INC.",N.L. CLINIC PHARMACY,475 NEW LOTS AVENUE BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"August 11, 2005","August 01, 2014","March 16, 2015","March 16, 2015"
037098,4TH AVE DRUG STORE INC,,26 SOUTH 4TH AVE. MOUNT VERNON NY 10550,WESTCHESTER,Active,Establishment Status,"February 08, 2019","February 01, 2022","January 31, 2025",
032368,"4TH AVENUE PHARMACY, INC.",4TH AVENUE PHARMACY,5002 4TH AVE. BROOKLYN NY 11220,KINGS,Active,Establishment Status,"December 31, 2013","December 01, 2022","November 30, 2025",
031521,4TH STREET PHARMACY INC,UNIVERSITY COMPOUNDING PHARMACY,UNIVERSITY COMPOUNDING PHARMACY 1765 FOURTH AVE SAN DIEGO CA 92101,,Discontinued,Establishment Status,"September 06, 2012","September 01, 2015","October 29, 2015","October 29, 2015"
015113,"500 NOSTRAND PHARMACY, INC.",BEVERLY PHARMACY,500 NOSTRAND AVE. BROOKLYN NY 11216-2008,KINGS,Discontinued,Establishment Status,"August 16, 1975",,"September 26, 1995","September 26, 1995"
019156,5001 CHURCH AVE. PHARMACY INC.,SILVER ROD DRUGS,5001 CHURCH AVE. BROOKLYN NY 11203,KINGS,Transfer,Establishment Status,"June 30, 1986",,"June 13, 1990","June 13, 1990"
019575,5003 8TH AVENUE PHARMACY CORP.,8TH AVENUE FAMILY PHARMACY,5003 8TH AVE. BROOKLYN NY 11219,KINGS,Discontinued,Establishment Status,"October 13, 1987",,"April 01, 1988","April 01, 1988"
030880,510 FULTON AVE CORP.,BEST CHOICE PHARMACY,510 FULTON AVE. HEMPSTEAD NY 11550,NASSAU,Discontinued,Establishment Status,"September 27, 2011","September 01, 2017","February 27, 2019","February 27, 2019"
020175,513 CENTRAL AVE. PHARMACY CORP.,,517 CENTRAL AVE. MASSAPEQUA NY 11758,NASSAU,Discontinued,Establishment Status,"March 21, 1989",,"February 07, 1992","February 07, 1992"
032158,514 WILLIS AVE PHARMACY CORP.,BOCA PHARMACY,514 WILLIS AVENUE BRONX NY 10455-4028,BRONX,Transfer,Establishment Status,"August 28, 2013","August 01, 2016","August 10, 2018","August 10, 2018"
036714,514 WILLIS AVENUE DRUG CORP,BOCA PHARMACY,514 WILLIS AVENUE BRONX NY 10455,BRONX,Transfer,Establishment Status,"August 10, 2018","August 10, 2018","July 18, 2019","July 18, 2019"
033760,520 FRANKLIN AVENUE PHARMACY INC.,,520 FRANKLIN AVE. SUITE 103 GARDEN CITY NY 11530,NASSAU,Discontinued,Establishment Status,"November 27, 2015","November 27, 2015","August 06, 2018","August 06, 2018"
016115,"529 BEACH ST. PHARMACY, INC.",VISTA PHARMACY,529 BEACH 20TH ST. FAR ROCKAWAY NY 11691,QUEENS,Transfer,Establishment Status,"May 02, 1978",,"May 15, 1990","May 15, 1990"
021671,545 COLUMBUS AVENUE CORP.,BRS APOTHECARY LTD.,545 COLUMBUS AVE. NEW YORK NY 10024,NEW YORK,Discontinued,Establishment Status,"July 07, 1993",,"May 31, 1996","May 31, 1996"
022756,550 NORTH AVE. INC.,GRABEL'S PHARMACY,550 NORTH AVE. NEW ROCHELLE NY 10801,WESTCHESTER,Discontinued,Establishment Status,"December 05, 1995",,"December 30, 1999","December 30, 1999"
031934,"5775 MAELOU DRIVE OPERATING COMPANY, LLC.",,5775 MAELOU DRIVE HAMBURG NY 14075-7419,ERIE,Active,Establishment Status,"August 06, 2013","August 01, 2022","July 31, 2025",
031108,596 MORRIS AVENUE PHARMACY INC.,MORRISANIA PHARMACY,596 MORRIS AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"January 19, 2012","January 01, 2015","October 05, 2017","October 05, 2017"
020130,"5TH AVE. DRUG, INC.",SALU RX MED,1805 FIFTH AVE. STORE B BAYSHORE NY 11706,SUFFOLK,Active,Establishment Status,"April 03, 1989","May 01, 2022","April 30, 2025",
027438,5TH AVENUE PHARMACY INC.,,4818 5TH AVENUE BROOKLYN NY 11220,KINGS,Active,Establishment Status,"September 27, 2005","September 01, 2020","August 31, 2023",
015410,60-24 QUEENS BLVD. PHARMACY INC.,RX KING,60-24 QUEENS BLVD. WOODSIDE NY 11377,QUEENS,Discontinued,Establishment Status,"April 07, 1976",,"April 07, 1999","April 07, 1999"
022453,623 TREMONT AVE. DRUG CORP.,TREMONT PRESCRIPTION CENTER,623 TREMONT AVE. BRONX NY 10457,BRONX,Transfer,Establishment Status,"June 05, 1995",,"September 16, 1998","September 16, 1998"
016437,629 EAST TREMONT AVE CORP.,,629 E. TREMONT AVE. BRONX NY 10457,BRONX,Transfer,Establishment Status,"May 11, 1979",,"May 20, 1993","May 20, 1993"
013502,"63 LEE AVE. PHARMACY, INC.",,63 LEE AVE. BROOKLYN NY 11211,KINGS,Active,Establishment Status,"October 01, 1971","November 01, 2022","October 31, 2025",
028277,639 EAST PARK AVE. INC.,,639 EAST PARK AVE LONG BEACH NY 11561,NASSAU,Discontinued,Establishment Status,"April 04, 2007","April 04, 2007","May 02, 2011","May 02, 2011"
026158,639 EAST PARK AVE. INC.,,639 EAST PARK AVE. LONG BEACH NY 11561,NASSAU,Transfer,Establishment Status,"October 27, 2003","November 01, 2007","August 16, 2010","August 16, 2010"
024647,63RD DRIVE PHARMACY CORP.,,93-05 63RD. DR. REGO PARK NY 11374,QUEENS,Discontinued,Establishment Status,"April 03, 2000","May 01, 2010","December 20, 2012","December 20, 2012"
039844,"63RD DRIVE RX, INC.",INTERPHARM RX,94-18 ROOSEVELT AVE STORE 11C & 11D JACKSON HEIGHTS NY 11372,QUEENS,Active,Establishment Status,"November 10, 2022","November 10, 2022","October 31, 2025",
022529,66 NAGLE AVENUE CORP.,THERESA PHARMACY II,66 NAGLE AVE. NEW YORK NY 10040,NEW YORK,Transfer,Establishment Status,"June 22, 1995","July 01, 2010","February 24, 2012","February 24, 2012"
029244,"679 STANLEY AVENUE DRUGS, INC.",MARBEN PHARMACY,679 STANLEY AVE BROOKLYN NY 11207,KINGS,Active,Establishment Status,"January 20, 2009","January 01, 2021","December 31, 2023",
027216,"679 STANLEY AVENUE PHARMACY, INC.",MARBEN PHARMACY,679 STANLEY AVENUE BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"June 13, 2005","June 01, 2008","January 20, 2009","January 20, 2009"
022396,6TH AVENUE PHARMACY INC.,VALUE CARE PHARMACY,861 6TH AVE. NEW YORK NY 10001,NEW YORK,Discontinued,Establishment Status,"March 24, 1995",,"October 01, 1996","October 01, 1996"
019021,702 ROCKAWAY AVE. DRUGS INC.,K & H PHARMACY,702 ROCKAWAY AVE. BROOKLYN NY 11212,KINGS,Discontinued,Establishment Status,"March 25, 1986",,"December 21, 1992","December 21, 1992"
012378,711 MAPLE ROAD INC.,CVS PHARMACY,"711 MAPLE RD. AMHERST P.O. WILLIAMSVILLE, NY 14221",ERIE,Discontinued,Establishment Status,"February 01, 1969",,"August 25, 1991","August 25, 1991"
021082,731 PHARMACY CORP.,IVAN PHARMACY,691 COLUMBUS AVENUE NEW YORK NY 10025,NEW YORK,Active,Establishment Status,"August 27, 1991","September 01, 2022","August 31, 2025",
029646,74-17 101 AVENUE PHARMACY INC.,CHOTU PHARMACY,74-17 101ST AVENUE OZONE PARK NY 11416,QUEENS,Not Active,Establishment Status,Not On File,,"September 25, 2009","September 25, 2009"
010439,"764 FRANKLIN AVENUE PHARMACY, INC.",,764 FRANKLIN AVE. BROOKLYN NY 11238,KINGS,Discontinued,Establishment Status,"May 11, 1964",,"May 28, 1993","May 28, 1993"
018183,"787 LIBERTY AVENUE PHARMACY, INC.",,116-09 JAMAICA AVE. RICHMOND HILL NY 11418,QUEENS,Discontinued,Establishment Status,"June 11, 1984",,"June 29, 1995","June 29, 1995"
028134,7TH AVENUE CHEMIST INC,,679 60TH STREET UNIT B BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"December 20, 2006","November 01, 2018","April 28, 2021","April 28, 2021"
033310,7TH AVENUE PHARMACY INC.,,5412 7TH AVENUE BROOKLYN NY 11220-3123,KINGS,Active,Establishment Status,"January 23, 2015","January 01, 2021","December 31, 2023",
014048,81 AVENUE O DRUG & SURGICAL SUPPLY CORP.,"MEDICINE CABINET II, THE",81 AVENUE O BROOKLYN NY 11204,KINGS,Discontinued,Establishment Status,"January 29, 1973",,"June 05, 1990","June 05, 1990"
017206,81-20 DRUG CORP.,DISCO ROOSEVELT DRUGS,"81-20 ROOSEVELT AVENUE JACKSON HEIGHTS, NY 11372",QUEENS,Transfer,Establishment Status,"August 05, 1981",,"May 21, 1991","May 21, 1991"
020257,83-01 37TH AVENUE CORP.,CARROLL DRUGS,83-01 37TH AVE. JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"July 07, 1989",,"July 28, 1998","July 28, 1998"
029877,870 SOUTHERN DRUG CORP.,AVITA PHARMACY 1064,924 MYRTLE AVE. BROOKLYN NY 11206-7295,KINGS,Active,Establishment Status,"December 16, 2009","December 01, 2021","November 30, 2024",
033108,8737 BRITTON AVE PHARMACY INC.,SAAD PHARMACY,87-37 BRITTON AVE. ELMHURST NY 11373,QUEENS,Transfer,Establishment Status,"October 21, 2014","October 21, 2014","September 02, 2016","September 02, 2016"
022652,"8TH AVENUE DRUGS & SURGICALS, INC.",,C/O PHARMACY 4821 8TH AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"September 05, 1995","October 01, 2010","August 31, 2012","August 31, 2012"
024757,"8TH AVENUE DRUGS & SURGICALS,INC.",,4821 8TH AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"January 30, 2001","February 01, 2010","August 31, 2012","August 31, 2012"
024229,90-15 ROOSEVELT PHARMACY CORP.,MI FARMACIA,90-15 ROOSEVELT AVE. JACKSON HEIGHTS NY 11372,QUEENS,Active,Establishment Status,"February 08, 1999","March 01, 2022","February 28, 2025",
016392,940 FOURTH AVENUE CORP.,VICTOR'S PHARMACY,940 4TH AVE. BROOKLYN NY 11232,KINGS,Transfer,Establishment Status,"April 02, 1979",,"November 18, 1993","November 18, 1993"
